employee_id,user_id,name,gender,blood_group,marital_status,national_id,tin_number,phone_number,personal_email,work_email,present_address,permanent_address,university,degree,cgpa,dept_id,job_id,job_title,job_level,work_mode,joining_date,status,exit_date,exit_reason,current_salary,manager_id,dob
318,User_318,Rafique Barua,Male,AB-,Single,19965993326578,625161875599,8801891231910,rafique.barua26@gmail.com,rafique.barua318@banglabazaar.com,"House 59, Road 16, Mohammadpur, Dhaka","Village: Baruapur, District: Mymensingh",SUST,B.Com,3.88,2,201,Warehouse Associate,1,Hybrid,2022-01-14,Active,,,22953,,1999-03-21
319,User_319,Farhan Pramanik,Male,O+,Married,20018845404800,552654226505,8801876718667,farhan.pramanik76@gmail.com,farhan.pramanik319@banglabazaar.com,"House 103, Road 25, Gulshan, Dhaka","Village: Pramanikpur, District: Mymensingh",BRAC University,BBA,3.69,1,101,IT Support Specialist,1,Hybrid,2022-09-18,Active,,,32942,,1999-01-11
320,User_320,Karim Ali,Male,B+,Single,19982700690299,848773324662,8801346240154,karim.ali84@gmail.com,karim.ali320@banglabazaar.com,"House 26, Road 21, Bashundhara, Dhaka","Village: Alipur, District: Dhaka",Rajshahi University,BSc in CSE,3.38,1,101,IT Support Specialist,1,Hybrid,2021-05-10,Active,,,30497,,1996-08-09
321,User_321,Nadia Pramanik,Female,B+,Married,20011247994558,147089585953,8801715538092,nadia.pramanik52@gmail.com,nadia.pramanik321@banglabazaar.com,"House 116, Road 1, Baridhara, Dhaka","Village: Pramanikpur, District: Faridpur",Rajshahi University,MSc in CSE,2.82,1,103,Senior Software Engineer,3,Hybrid,2016-07-26,Active,,,110088,5.0,1979-07-29
322,User_322,Sakib Khandaker,Male,B+,Married,19985218294447,356545920797,8801466776054,sakib.khandaker83@gmail.com,sakib.khandaker322@banglabazaar.com,"House 58, Road 26, Bashundhara, Dhaka","Village: Khandakerpur, District: Chittagong",Dhaka University,MBA,3.56,4,402,Sales Executive,2,Hybrid,2021-12-22,Active,,,42798,338.0,1992-06-04
323,User_323,Fariha Gazi,Female,O+,Single,20008629093058,485308334668,8801319782742,fariha.gazi20@gmail.com,fariha.gazi323@banglabazaar.com,"House 115, Road 22, Malibagh, Dhaka","Village: Gazipur, District: Noakhali",Rajshahi University,M.Com,3.67,6,603,Head of Facilities,5,On-Site,2021-03-24,Active,,,143785,16.0,1979-03-07
324,User_324,Mustafizur Munshi,Male,A-,Married,19848635128919,553417494568,8801341903001,mustafizur.munshi27@gmail.com,mustafizur.munshi324@banglabazaar.com,"House 88, Road 10, Malibagh, Dhaka","Village: Munshipur, District: Mymensingh",Chittagong University,MSc in CSE,2.99,2,201,Warehouse Associate,1,Hybrid,2017-03-31,Active,,,21613,,1990-11-27
325,User_325,Pilot Mridha,Male,B+,Married,19864702690159,145872949412,8801354229212,pilot.mridha91@gmail.com,pilot.mridha325@banglabazaar.com,"House 83, Road 29, Rampura, Dhaka","Village: Mridhapur, District: Bogra",BRAC University,MSc in CSE,3.06,6,601,Support Staff,1,On-Site,2016-03-01,Resigned,2019-02-26,Better Salary,16749,,1989-09-11
326,User_326,Tanvir Chakma,Male,A+,Married,19924182183374,577041970984,8801398338678,tanvir.chakma11@gmail.com,tanvir.chakma326@banglabazaar.com,"House 109, Road 18, Mirpur, Dhaka","Village: Chakmapur, District: Tangail",Dhaka University,BSc in CSE,3.84,3,301,Production Assistant,1,On-Site,2020-09-01,Active,,,16496,,1998-01-04
327,User_327,Sobhana Talukder,Female,AB+,Single,19904317716291,867223122049,8801932898293,sobhana.talukder90@gmail.com,sobhana.talukder327@banglabazaar.com,"House 117, Road 2, Baridhara, Dhaka","Village: Talukderpur, District: Mymensingh",BUET,BBA,3.2,3,302,Machine Operator,1,On-Site,2023-12-01,Active,,,25935,,2000-10-05
328,User_328,Nusrat Uddin,Female,O+,Single,19867673288584,375263585987,8801780384816,nusrat.uddin27@gmail.com,nusrat.uddin328@banglabazaar.com,"House 90, Road 11, Badda, Dhaka","Village: Uddinpur, District: Sylhet",Rajshahi University,BSS in Economics,3.42,6,601,Support Staff,1,On-Site,2022-01-29,Active,,,16883,,1999-02-04
329,User_329,Sumon Gazi,Male,O+,Single,20006419548995,514927765878,8801995217443,sumon.gazi39@gmail.com,sumon.gazi329@banglabazaar.com,"House 107, Road 4, Uttara, Dhaka","Village: Gazipur, District: Comilla",Rajshahi University,B.Com,3.62,5,501,Admin Assistant,1,Hybrid,2021-02-15,Active,,,25462,,1997-02-15
330,User_330,Tania Alam,Female,A+,Married,19954763446212,639843663794,8801616139357,tania.alam90@gmail.com,tania.alam330@banglabazaar.com,"House 16, Road 14, Malibagh, Dhaka","Village: Alampur, District: Mymensingh",AIUB,B.Sc in EEE,3.44,5,504,Head of HR,5,Hybrid,2016-05-05,Active,,,225743,373.0,1972-05-24
331,User_331,Nigar Biswas,Female,A+,Married,19871948235232,601775693872,8801978848250,nigar.biswas43@gmail.com,nigar.biswas331@banglabazaar.com,"House 110, Road 2, Rampura, Dhaka","Village: Biswaspur, District: Jessore",SUST,BBA,3.86,5,502,Talent Acquisition Specialist,2,Hybrid,2021-06-22,Resigned,2022-11-20,Better Salary,51682,850.0,1995-12-15
332,User_332,Zahid Das,Male,O-,Single,19846832651521,342188105702,8801537534666,zahid.das26@gmail.com,zahid.das332@banglabazaar.com,"House 60, Road 29, Rampura, Dhaka","Village: Daspur, District: Rangpur",AIUB,B.Com,3.21,6,603,Head of Facilities,5,On-Site,2021-03-12,Active,,,154891,16.0,1976-05-05
333,User_333,Nahida Marma,Female,O+,Single,19842915182996,209621496443,8801762746066,nahida.marma38@gmail.com,nahida.marma333@banglabazaar.com,"House 70, Road 18, Banani, Dhaka","Village: Marmapur, District: Barisal",Rajshahi University,B.Com,2.92,3,301,Production Assistant,1,On-Site,2023-02-21,Active,,,16290,,2000-10-28
334,User_334,Khadija Khan,Female,A+,Single,19959253550155,874621260702,8801971589442,khadija.khan85@gmail.com,khadija.khan334@banglabazaar.com,"House 5, Road 5, Mirpur, Dhaka","Village: Khanpur, District: Sylhet",Rajshahi University,MBA,3.19,2,204,Logistics Manager,4,Hybrid,2020-12-14,Active,,,142350,,1978-10-19
335,User_335,Rahim Biswas,Male,B+,Divorced,19889458268285,681135954133,8801620714618,rahim.biswas52@gmail.com,rahim.biswas335@banglabazaar.com,"House 67, Road 4, Baridhara, Dhaka","Village: Biswaspur, District: Chittagong",SUST,BBA,3.86,3,301,Production Assistant,1,On-Site,2015-01-07,Active,,,15650,,1992-08-01
336,User_336,Shamima Ahmed,Female,O+,Married,19948087254866,855571953939,8801542839430,shamima.ahmed13@gmail.com,shamima.ahmed336@banglabazaar.com,"House 104, Road 23, Baridhara, Dhaka","Village: Ahmedpur, District: Khulna",AIUB,MBA,3.51,4,402,Sales Executive,2,Hybrid,2020-02-25,Resigned,2021-06-29,Better Salary,42007,1288.0,1988-04-15
337,User_337,Taskin Munshi,Male,AB+,Married,19889012504816,847439666368,8801316572374,taskin.munshi77@gmail.com,taskin.munshi337@banglabazaar.com,"House 145, Road 16, Malibagh, Dhaka","Village: Munshipur, District: Pabna",North South University,MBA,2.59,1,101,IT Support Specialist,1,Hybrid,2021-03-19,Active,,,34427,,1994-10-23
338,User_338,Mehidy Pramanik,Male,O+,Single,19804082684124,355737799939,8801486578653,mehidy.pramanik14@gmail.com,mehidy.pramanik338@banglabazaar.com,"House 84, Road 21, Baridhara, Dhaka","Village: Pramanikpur, District: Sylhet",IUB,BSS in Economics,2.98,4,404,Regional Sales Manager,4,Hybrid,2020-12-17,Active,,,158526,,1980-05-19
339,User_339,Babar Pal,Male,A+,Single,19881670018511,222076878042,8801544731462,babar.pal34@gmail.com,babar.pal339@banglabazaar.com,"House 93, Road 4, Banani, Dhaka","Village: Palpur, District: Sylhet",SUST,B.Sc in EEE,3.97,4,402,Sales Executive,2,Hybrid,2023-08-22,Active,,,46559,51.0,1995-12-15
340,User_340,Sonia Islam,Female,B+,Married,19866563739436,434953483028,8801781277864,sonia.islam11@gmail.com,sonia.islam340@banglabazaar.com,"House 14, Road 15, Bashundhara, Dhaka","Village: Islampur, District: Bogra",IUB,M.Com,3.27,3,302,Machine Operator,1,On-Site,2023-03-17,Active,,,25600,,2000-10-05
341,User_341,Akram Dewan,Male,A+,Married,19895406400896,946959142451,8801642955971,akram.dewan36@gmail.com,akram.dewan341@banglabazaar.com,"House 80, Road 14, Badda, Dhaka","Village: Dewanpur, District: Noakhali",BRAC University,MSc in CSE,3.34,6,601,Support Staff,1,On-Site,2017-01-09,Active,,,16546,,1990-08-17
342,User_342,Murshida Marma,Female,B-,Married,19925762289736,173977983382,8801669622162,murshida.marma71@gmail.com,murshida.marma342@banglabazaar.com,"House 45, Road 19, Gulshan, Dhaka","Village: Marmapur, District: Pabna",AIUB,M.Com,2.55,6,601,Support Staff,1,On-Site,2018-08-25,Active,,,17025,,1996-07-10
343,User_343,Sobhana Islam,Female,AB+,Single,19865816202903,867287428238,8801375385808,sobhana.islam16@gmail.com,sobhana.islam343@banglabazaar.com,"House 68, Road 13, Dhanmondi, Dhaka","Village: Islampur, District: Dhaka",SUST,BSc in CSE,2.75,3,301,Production Assistant,1,On-Site,2021-03-19,Active,,,15538,,1998-05-20
344,User_344,Rafiq Mridha,Male,B+,Married,19997681010547,858747390763,8801731730382,rafiq.mridha72@gmail.com,rafiq.mridha344@banglabazaar.com,"House 105, Road 19, Mohammadpur, Dhaka","Village: Mridhapur, District: Khulna",Chittagong University,MBA,2.69,5,501,Admin Assistant,1,Hybrid,2021-11-07,Active,,,25639,,1996-06-18
345,User_345,Mehidy Khan,Male,O+,Married,19955552995875,747491576433,8801719837477,mehidy.khan96@gmail.com,mehidy.khan345@banglabazaar.com,"House 72, Road 17, Rampura, Dhaka","Village: Khanpur, District: Bogra",SUST,BSc in CSE,3.39,5,502,Talent Acquisition Specialist,2,Hybrid,2021-08-24,Active,,,54379,330.0,1996-07-02
346,User_346,Sumon Roy,Male,O+,Married,19807246521411,967665524946,8801921123923,sumon.roy90@gmail.com,sumon.roy346@banglabazaar.com,"House 130, Road 26, Baridhara, Dhaka","Village: Roypur, District: Pabna",East West University,BBA,2.98,2,202,Procurement Officer,2,Hybrid,2022-01-11,Active,,,45915,1056.0,1994-08-22
347,User_347,Babar Marma,Male,B-,Married,19874118040449,870223298349,8801879122075,babar.marma96@gmail.com,babar.marma347@banglabazaar.com,"House 72, Road 15, Uttara, Dhaka","Village: Marmapur, District: Mymensingh",Chittagong University,B.Com,2.73,5,504,Head of HR,5,Hybrid,2021-03-29,Active,,,212106,817.0,1974-03-19
348,User_348,Jamal Pal,Male,B+,Married,19868648065854,811439203147,8801662169329,jamal.pal15@gmail.com,jamal.pal348@banglabazaar.com,"House 75, Road 26, Rampura, Dhaka","Village: Palpur, District: Mymensingh",BUET,BBA,2.9,1,101,IT Support Specialist,1,Hybrid,2017-11-12,Active,,,32308,,1994-04-04
349,User_349,Tawhid Molla,Male,B+,Single,19912811918542,301828868418,8801895381033,tawhid.molla55@gmail.com,tawhid.molla349@banglabazaar.com,"House 100, Road 6, Baridhara, Dhaka","Village: Mollapur, District: Dhaka",BUET,MBA,3.66,1,101,IT Support Specialist,1,Hybrid,2020-06-09,Active,,,30735,,1995-01-06
350,User_350,Fariha Uddin,Female,B-,Single,19976505495668,980512941000,8801729336048,fariha.uddin36@gmail.com,fariha.uddin350@banglabazaar.com,"House 42, Road 15, Uttara, Dhaka","Village: Uddinpur, District: Mymensingh",Rajshahi University,M.Com,3.38,5,504,Head of HR,5,Hybrid,2021-11-20,Active,,,212019,167.0,1976-11-13
351,User_351,Pilot Das,Male,B-,Single,19858198291863,123243244531,8801990756889,pilot.das31@gmail.com,pilot.das351@banglabazaar.com,"House 112, Road 2, Mohammadpur, Dhaka","Village: Daspur, District: Faridpur",AIUB,M.Com,3.75,4,401,Sales Associate,1,Hybrid,2022-07-18,Active,,,22867,,1998-08-06
352,User_352,Nigar Chakma,Female,O+,Married,19925894323269,867740075893,8801663815528,nigar.chakma16@gmail.com,nigar.chakma352@banglabazaar.com,"House 44, Road 11, Mohammadpur, Dhaka","Village: Chakmapur, District: Tangail",Rajshahi University,M.Com,3.28,4,402,Sales Executive,2,Hybrid,2022-05-02,Active,,,43547,1104.0,1994-02-02
353,User_353,Mustafizur Uddin,Male,B+,Married,19995806701055,212194270388,8801880067245,mustafizur.uddin20@gmail.com,mustafizur.uddin353@banglabazaar.com,"House 3, Road 7, Mirpur, Dhaka","Village: Uddinpur, District: Tangail",Chittagong University,MSc in CSE,2.88,3,302,Machine Operator,1,On-Site,2018-07-14,Active,,,26897,,1992-09-02
354,User_354,Murshida Majumder,Female,O+,Single,19944185953335,927532336666,8801798433825,murshida.majumder40@gmail.com,murshida.majumder354@banglabazaar.com,"House 104, Road 4, Baridhara, Dhaka","Village: Majumderpur, District: Barisal",IUB,BBA,3.35,3,301,Production Assistant,1,On-Site,2019-03-25,Resigned,2021-04-18,Better Salary,16173,,1996-02-27
355,User_355,Tasnim Islam,Female,B-,Divorced,19904142622046,834448590067,8801981106453,tasnim.islam60@gmail.com,tasnim.islam355@banglabazaar.com,"House 35, Road 4, Mirpur, Dhaka","Village: Islampur, District: Bogra",SUST,B.Com,3.62,3,301,Production Assistant,1,On-Site,2022-03-21,Active,,,16464,,2000-02-10
356,User_356,Fariha Mia,Female,O+,Married,19834346729523,412253903913,8801380582599,fariha.mia91@gmail.com,fariha.mia356@banglabazaar.com,"House 32, Road 16, Mohammadpur, Dhaka","Village: Miapur, District: Chittagong",Rajshahi University,BBA,3.59,3,304,Production Supervisor,3,On-Site,2021-09-12,Active,,,89488,,1988-03-05
357,User_357,Tina Majumder,Female,O+,Married,19819712951156,552934500433,8801995181130,tina.majumder49@gmail.com,tina.majumder357@banglabazaar.com,"House 55, Road 15, Rampura, Dhaka","Village: Majumderpur, District: Noakhali",Dhaka University,BSc in CSE,3.11,4,402,Sales Executive,2,Hybrid,2022-04-14,Resigned,2023-02-28,Better Salary,47199,501.0,1994-11-22
358,User_358,Zahid Barua,Male,B+,Married,19833230183513,294492879642,8801485641180,zahid.barua36@gmail.com,zahid.barua358@banglabazaar.com,"House 13, Road 20, Banani, Dhaka","Village: Baruapur, District: Dhaka",BUET,M.Com,3.47,4,402,Sales Executive,2,Hybrid,2021-11-22,Active,,,44969,501.0,1996-04-25
359,User_359,Nigar Hossain,Female,A+,Married,20008075285757,479706231054,8801959114488,nigar.hossain55@gmail.com,nigar.hossain359@banglabazaar.com,"House 98, Road 16, Dhanmondi, Dhaka","Village: Hossainpur, District: Sylhet",Chittagong University,M.Com,3.28,5,501,Admin Assistant,1,Hybrid,2018-12-09,Active,,,25805,,1996-05-04
360,User_360,Nusrat Pramanik,Female,B+,Single,19881980900438,298210263959,8801653065367,nusrat.pramanik49@gmail.com,nusrat.pramanik360@banglabazaar.com,"House 133, Road 19, Mohammadpur, Dhaka","Village: Pramanikpur, District: Pabna",Rajshahi University,MBA,3.48,5,502,Talent Acquisition Specialist,2,Hybrid,2021-12-13,Active,,,55969,309.0,1990-10-30
361,User_361,Farhan Patwary,Male,B-,Single,19994176748255,899705967348,8801620633321,farhan.patwary50@gmail.com,farhan.patwary361@banglabazaar.com,"House 66, Road 21, Baridhara, Dhaka","Village: Patwarypur, District: Tangail",BRAC University,M.Com,3.47,6,601,Support Staff,1,On-Site,2021-03-22,Active,,,16781,,1996-07-13
362,User_362,Nayeem Dewan,Male,O+,Married,19807089897944,504807114018,8801850957983,nayeem.dewan29@gmail.com,nayeem.dewan362@banglabazaar.com,"House 82, Road 22, Mohammadpur, Dhaka","Village: Dewanpur, District: Pabna",Dhaka University,MBA,3.47,3,302,Machine Operator,1,On-Site,2022-05-02,Active,,,27355,,1997-02-10
363,User_363,Hassan Biswas,Male,A-,Single,19978880321905,614162881808,8801518585106,hassan.biswas25@gmail.com,hassan.biswas363@banglabazaar.com,"House 28, Road 23, Baridhara, Dhaka","Village: Biswaspur, District: Khulna",BUET,MSc in CSE,3.93,2,201,Warehouse Associate,1,Hybrid,2022-05-10,Active,,,22798,,1995-08-29
364,User_364,Sharmin Khan,Female,AB+,Married,19953844244438,161850454637,8801881616324,sharmin.khan23@gmail.com,sharmin.khan364@banglabazaar.com,"House 16, Road 19, Malibagh, Dhaka","Village: Khanpur, District: Jessore",Rajshahi University,BSc in CSE,3.75,6,601,Support Staff,1,On-Site,2018-10-30,Active,,,16033,,1996-01-02
365,User_365,Nusrat Molla,Female,O+,Married,19839842292626,649655856864,8801632345059,nusrat.molla79@gmail.com,nusrat.molla365@banglabazaar.com,"House 54, Road 22, Dhanmondi, Dhaka","Village: Mollapur, District: Sylhet",BUET,MSc in CSE,3.96,1,101,IT Support Specialist,1,Hybrid,2022-01-08,Active,,,33295,,1997-12-30
366,User_366,Pilot Munshi,Male,A+,Married,20014293684039,437198782470,8801316382666,pilot.munshi10@gmail.com,pilot.munshi366@banglabazaar.com,"House 136, Road 18, Mirpur, Dhaka","Village: Munshipur, District: Noakhali",Chittagong University,B.Com,3.32,2,201,Warehouse Associate,1,Hybrid,2021-11-02,Active,,,22723,,1998-03-07
367,User_367,Tamim Das,Male,A+,Married,19965038293050,333328345757,8801698981375,tamim.das22@gmail.com,tamim.das367@banglabazaar.com,"House 25, Road 2, Badda, Dhaka","Village: Daspur, District: Dhaka",IUB,M.Com,3.35,1,101,IT Support Specialist,1,Hybrid,2020-05-13,Active,,,32724,,1995-05-15
368,User_368,Fatima Das,Female,B-,Married,19805164180676,452744568175,8801663208430,fatima.das96@gmail.com,fatima.das368@banglabazaar.com,"House 114, Road 13, Mirpur, Dhaka","Village: Daspur, District: Noakhali",IUB,BBA,3.41,1,101,IT Support Specialist,1,Hybrid,2022-01-29,Active,,,31214,,1999-10-04
369,User_369,Taijul Pramanik,Male,A+,Single,19918397661941,469652320737,8801436649586,taijul.pramanik81@gmail.com,taijul.pramanik369@banglabazaar.com,"House 121, Road 29, Mirpur, Dhaka","Village: Pramanikpur, District: Comilla",AIUB,M.Com,3.5,3,301,Production Assistant,1,On-Site,2021-01-18,Active,,,15812,,1998-11-16
370,User_370,Nannu Ahmed,Male,A+,Single,19934300806827,176924701298,8801369084862,nannu.ahmed22@gmail.com,nannu.ahmed370@banglabazaar.com,"House 71, Road 8, Rampura, Dhaka","Village: Ahmedpur, District: Rajshahi",SUST,BSS in Economics,3.05,3,301,Production Assistant,1,On-Site,2019-05-06,Resigned,2021-04-06,Better Salary,16920,,1995-09-26
371,User_371,Ayesha Howlader,Female,A+,Married,19884493236248,430176178517,8801669332495,ayesha.howlader53@gmail.com,ayesha.howlader371@banglabazaar.com,"House 112, Road 14, Mirpur, Dhaka","Village: Howladerpur, District: Jessore",East West University,MSc in CSE,2.64,2,201,Warehouse Associate,1,Hybrid,2021-07-24,Active,,,22836,,1995-01-30
372,User_372,Farzana Sikder,Female,A+,Single,19962450506622,646521628398,8801536002993,farzana.sikder48@gmail.com,farzana.sikder372@banglabazaar.com,"House 69, Road 12, Gulshan, Dhaka","Village: Sikderpur, District: Tangail",Rajshahi University,M.Com,3.05,5,502,Talent Acquisition Specialist,2,Hybrid,2020-08-11,Active,,,56322,1222.0,1992-09-06
373,User_373,Zahid Alam,Male,O+,Single,19961478426817,603954677747,8801546584852,zahid.alam14@gmail.com,zahid.alam373@banglabazaar.com,"House 88, Road 27, Uttara, Dhaka","Village: Alampur, District: Jessore",AUST,B.Sc in EEE,3.27,5,504,Head of HR,5,Hybrid,2023-03-03,Active,,,222986,850.0,1980-12-31
374,User_374,Rabeya Chowdhury,Female,A+,Single,20012195139555,944740134696,8801943321037,rabeya.chowdhury76@gmail.com,rabeya.chowdhury374@banglabazaar.com,"House 34, Road 24, Uttara, Dhaka","Village: Chowdhurypur, District: Barisal",East West University,MBA,2.97,6,601,Support Staff,1,On-Site,2021-07-10,Active,,,16646,,1996-08-03
375,User_375,Rafique Majumder,Male,B-,Married,19985070140590,277891149955,8801946869321,rafique.majumder13@gmail.com,rafique.majumder375@banglabazaar.com,"House 50, Road 3, Dhanmondi, Dhaka","Village: Majumderpur, District: Jessore",North South University,MBA,3.91,1,102,Software Engineer,2,Hybrid,2017-08-14,Active,,,67174,866.0,1987-11-06
376,User_376,Murshida Ahmed,Female,O+,Married,19894041567627,672366925829,8801320318875,murshida.ahmed82@gmail.com,murshida.ahmed376@banglabazaar.com,"House 69, Road 29, Rampura, Dhaka","Village: Ahmedpur, District: Mymensingh",BRAC University,BBA,3.89,4,401,Sales Associate,1,Hybrid,2019-03-12,Active,,,24788,,1996-12-05
377,User_377,Nayeem Barua,Male,A+,Married,19806119389598,793331010086,8801933147537,nayeem.barua73@gmail.com,nayeem.barua377@banglabazaar.com,"House 51, Road 5, Rampura, Dhaka","Village: Baruapur, District: Dhaka",Rajshahi University,B.Com,2.84,1,102,Software Engineer,2,Hybrid,2023-09-25,Active,,,66906,133.0,1998-06-19
378,User_378,Zahid Chakma,Male,B+,Married,19827243797467,621213590556,8801583739620,zahid.chakma48@gmail.com,zahid.chakma378@banglabazaar.com,"House 7, Road 18, Banani, Dhaka","Village: Chakmapur, District: Noakhali",Dhaka University,M.Com,3.13,5,503,HR Manager,4,Hybrid,2022-04-26,Active,,,128838,426.0,1986-06-21
